,gdp-1,gdp-0
2014-12-17,1.128748018216609,0.9600009993504268
2015-01-28,1.128748018216609,1.2192075151151798
2015-03-18,1.2192075151151798,0.5436392358197188
2015-04-29,1.2192075151151798,0.5498099422421902
2015-06-17,0.5498099422421902,-0.18779112226675154
2015-07-29,0.5498099422421902,-0.04295875345971389
2015-09-17,-0.04295875345971389,0.9086806821904767
2015-10-28,-0.04295875345971389,0.9661686437168199
2015-12-16,0.9661686437168199,0.515501787725908
2016-01-27,0.9661686437168199,0.4922368614389947
2016-03-16,0.4922368614389947,0.2503960034117128
2016-04-27,0.4922368614389947,0.3448275862068877
2016-06-15,0.3448275862068877,0.20946413609704567
2016-07-27,0.3448275862068877,0.26714266632666694
2016-09-21,0.26714266632666694,0.2735249621785218
2016-11-02,0.3515885022692801,0.7175980365552882
2016-12-14,0.3515885022692801,0.7803124868088684
2017-02-01,0.8677509030277901,0.4651162790697631
2017-03-15,0.8677509030277901,0.4609314282297994
2017-05-03,0.5159323249835552,0.173077266211881
2017-06-14,0.5159323249835552,0.28727257587742605
2017-07-26,0.5159323249835552,0.3538865065156751
2017-09-20,0.3538865065156751,0.750153817028724
2017-11-01,0.7566614605518353,0.7390075265316378
2017-12-13,0.7566614605518353,0.8140878869432044
2018-01-31,0.7798035180964754,0.6325720725145502
2018-03-21,0.7798035180964754,0.6281092157758659
2018-05-02,0.7143076040903024,0.574633484158178
2018-06-13,0.7143076040903024,0.5393284712339335
2018-08-01,0.49377846766756717,0.9999856472096182
2018-09-26,0.49377846766756717,1.0403426376706908
2018-11-08,1.0238669440666366,0.8638972716315372
2018-12-19,1.0238669440666366,0.8647237814867872
2019-01-30,1.0238669440666366,0.8286544592421565
2019-03-20,0.8286544592421565,0.6410885244784422
2019-05-01,0.5372791056274201,0.783735644213965
2019-06-19,0.5372791056274201,0.7581084958286666
2019-07-31,0.7731096234445045,0.5100521305727995
2019-09-18,0.7731096234445045,0.505835994087063
2019-10-04,0.7731096234445045,0.49969670762536655
2019-10-30,0.7731096234445045,0.49969670762536655
2019-12-11,0.49969670762536655,0.5267623670871341
2020-01-29,0.49969670762536655,0.5217786273266674
2020-03-03,0.5217786273266674,0.5197291872983151
2020-03-15,0.5217786273266674,0.5197291872983151
2020-04-29,0.5217786273266674,0.5274693229138565
2020-06-10,0.5274693229138565,-1.2863821970380769
2020-07-29,0.5274693229138565,-1.2725386627905462
2020-09-16,-1.2725386627905462,-9.093018891108926
