observation_date	GDPC1_19911204	GDPC1_19911220	GDPC1_19920129	GDPC1_19920228	GDPC1_19920326	GDPC1_19920428	GDPC1_19920529	GDPC1_19920625	GDPC1_19920730	GDPC1_19920827	GDPC1_19920924	GDPC1_19921027	GDPC1_19921125	GDPC1_19921222	GDPC1_19930128	GDPC1_19930226	GDPC1_19930326	GDPC1_19930429	GDPC1_19930528	GDPC1_19930623	GDPC1_19930729	GDPC1_19930831	GDPC1_19930929	GDPC1_19931028	GDPC1_19931201	GDPC1_19931222	GDPC1_19940128	GDPC1_19940301	GDPC1_19940331	GDPC1_19940428	GDPC1_19940527	GDPC1_19940629	GDPC1_19940729	GDPC1_19940826	GDPC1_19940929	GDPC1_19941028	GDPC1_19941130	GDPC1_19941222	GDPC1_19950127	GDPC1_19950301	GDPC1_19950331	GDPC1_19950428	GDPC1_19950531	GDPC1_19950630	GDPC1_19950728	GDPC1_19950830	GDPC1_19950929	GDPC1_19951027	GDPC1_19960119	GDPC1_19960223	GDPC1_19960402	GDPC1_19960502	GDPC1_19960530	GDPC1_19960628	GDPC1_19960801	GDPC1_19960829	GDPC1_19960927	GDPC1_19961030	GDPC1_19961127	GDPC1_19961220	GDPC1_19970131	GDPC1_19970228	GDPC1_19970328	GDPC1_19970430	GDPC1_19970507	GDPC1_19970530	GDPC1_19970627	GDPC1_19970731	GDPC1_19970828	GDPC1_19970926	GDPC1_19971031	GDPC1_19971126	GDPC1_19971223	GDPC1_19980130	GDPC1_19980227	GDPC1_19980326	GDPC1_19980430	GDPC1_19980528	GDPC1_19980625	GDPC1_19980731	GDPC1_19980827	GDPC1_19980924	GDPC1_19981030	GDPC1_19981124	GDPC1_19981223	GDPC1_19990129	GDPC1_19990226	GDPC1_19990331	GDPC1_19990430	GDPC1_19990527	GDPC1_19990625	GDPC1_19990729	GDPC1_19990826	GDPC1_19990930	GDPC1_19991028	GDPC1_19991029	GDPC1_19991124	GDPC1_19991222	GDPC1_20000128	GDPC1_20000225	GDPC1_20000330	GDPC1_20000403	GDPC1_20000427	GDPC1_20000525	GDPC1_20000629	GDPC1_20000728	GDPC1_20000825	GDPC1_20000928	GDPC1_20001027	GDPC1_20001129	GDPC1_20001221	GDPC1_20010131	GDPC1_20010228	GDPC1_20010329	GDPC1_20010427	GDPC1_20010525	GDPC1_20010629	GDPC1_20010727	GDPC1_20010829	GDPC1_20010928	GDPC1_20011031	GDPC1_20011130	GDPC1_20011221	GDPC1_20020130	GDPC1_20020228	GDPC1_20020328	GDPC1_20020426	GDPC1_20020524	GDPC1_20020627	GDPC1_20020731	GDPC1_20020829	GDPC1_20020927	GDPC1_20021031	GDPC1_20021126	GDPC1_20021220	GDPC1_20030130	GDPC1_20030228	GDPC1_20030327	GDPC1_20030425	GDPC1_20030529	GDPC1_20030626	GDPC1_20030731	GDPC1_20030828	GDPC1_20030926	GDPC1_20031030	GDPC1_20031125	GDPC1_20031210	GDPC1_20031223	GDPC1_20040130	GDPC1_20040227	GDPC1_20040325	GDPC1_20040429	GDPC1_20040527	GDPC1_20040625	GDPC1_20040730	GDPC1_20040827	GDPC1_20040929	GDPC1_20041029	GDPC1_20041130	GDPC1_20041222	GDPC1_20050128	GDPC1_20050225	GDPC1_20050330	GDPC1_20050428	GDPC1_20050526	GDPC1_20050629	GDPC1_20050729	GDPC1_20050831	GDPC1_20050929	GDPC1_20051028	GDPC1_20051130	GDPC1_20051221	GDPC1_20060127	GDPC1_20060228	GDPC1_20060330	GDPC1_20060428	GDPC1_20060525	GDPC1_20060629	GDPC1_20060728	GDPC1_20060830	GDPC1_20060928	GDPC1_20061027	GDPC1_20061129	GDPC1_20061221	GDPC1_20070131	GDPC1_20070228	GDPC1_20070329	GDPC1_20070427	GDPC1_20070531	GDPC1_20070628	GDPC1_20070727	GDPC1_20070830	GDPC1_20070927	GDPC1_20071031	GDPC1_20071129	GDPC1_20071220	GDPC1_20080130	GDPC1_20080228	GDPC1_20080327	GDPC1_20080430	GDPC1_20080529	GDPC1_20080626	GDPC1_20080731	GDPC1_20080828	GDPC1_20080926	GDPC1_20081030	GDPC1_20081125	GDPC1_20081223	GDPC1_20090130	GDPC1_20090227	GDPC1_20090326	GDPC1_20090429	GDPC1_20090529	GDPC1_20090625	GDPC1_20090731	GDPC1_20090827	GDPC1_20090930	GDPC1_20091029	GDPC1_20091124	GDPC1_20091222	GDPC1_20100129	GDPC1_20100226	GDPC1_20100326	GDPC1_20100430	GDPC1_20100527	GDPC1_20100625	GDPC1_20100730	GDPC1_20100827	GDPC1_20100930	GDPC1_20101029	GDPC1_20101123	GDPC1_20101222	GDPC1_20110128	GDPC1_20110225	GDPC1_20110325	GDPC1_20110428	GDPC1_20110526	GDPC1_20110624	GDPC1_20110729	GDPC1_20110826	GDPC1_20110929	GDPC1_20111027	GDPC1_20111122	GDPC1_20111222	GDPC1_20120127	GDPC1_20120229	GDPC1_20120329	GDPC1_20120427	GDPC1_20120531	GDPC1_20120628	GDPC1_20120727	GDPC1_20120829	GDPC1_20120927	GDPC1_20121026	GDPC1_20121129	GDPC1_20121220	GDPC1_20130130	GDPC1_20130228	GDPC1_20130328	GDPC1_20130426	GDPC1_20130530	GDPC1_20130626	GDPC1_20130731	GDPC1_20130829	GDPC1_20130926	GDPC1_20131107	GDPC1_20131205	GDPC1_20131220	GDPC1_20140130	GDPC1_20140228	GDPC1_20140327	GDPC1_20140430	GDPC1_20140529	GDPC1_20140625	GDPC1_20140730	GDPC1_20140828	GDPC1_20140926	GDPC1_20141030	GDPC1_20141125	GDPC1_20141223	GDPC1_20150130	GDPC1_20150227	GDPC1_20150327	GDPC1_20150429	GDPC1_20150529	GDPC1_20150624	GDPC1_20150730	GDPC1_20150827	GDPC1_20150925	GDPC1_20151029	GDPC1_20151124	GDPC1_20151222	GDPC1_20160129	GDPC1_20160226	GDPC1_20160325	GDPC1_20160428	GDPC1_20160527	GDPC1_20160628	GDPC1_20160729	GDPC1_20160826	GDPC1_20160929	GDPC1_20161028	GDPC1_20161129	GDPC1_20161222	GDPC1_20170127	GDPC1_20170228	GDPC1_20170330	GDPC1_20170428	GDPC1_20170526	GDPC1_20170629	GDPC1_20170728	GDPC1_20170830	GDPC1_20170928	GDPC1_20171027	GDPC1_20171129	GDPC1_20171221	GDPC1_20180126	GDPC1_20180228	GDPC1_20180328	GDPC1_20180427	GDPC1_20180530	GDPC1_20180628	GDPC1_20180727	GDPC1_20180829	GDPC1_20180927	GDPC1_20181026	GDPC1_20181128	GDPC1_20181221	GDPC1_20190228	GDPC1_20190328	GDPC1_20190426	GDPC1_20190530	GDPC1_20190627	GDPC1_20190726	GDPC1_20190829	GDPC1_20190926	GDPC1_20191030	GDPC1_20191127	GDPC1_20191220	GDPC1_20200130	GDPC1_20200227	GDPC1_20200326	GDPC1_20200429	GDPC1_20200528	GDPC1_20200625	GDPC1_20200730	GDPC1_20200827	GDPC1_20200930	GDPC1_20201029	GDPC1_20201125	GDPC1_20201222	GDPC1_20210128
1947-01-01														1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	1239.5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	1402.5	.	.	.	.	.	.	.	.	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1481.7	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1570.5	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1772.2	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1770.7	1932.6	1932.6	1932.6	1932.6	1932.6	1932.6	1932.6	1932.6	1932.6	1932.6	1932.6	1932.6	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.5	1934.471	1934.471	1934.471	1934.471	1934.471	1934.471	1934.471	1934.471	1934.471	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061	2033.061
1947-04-01														1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	1247.2	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	1424.6	.	.	.	.	.	.	.	.	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1489.4	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1568.7	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1769.5	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1930.4	1930.4	1930.4	1930.4	1930.4	1930.4	1930.4	1930.4	1930.4	1930.4	1930.4	1930.4	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.3	1932.281	1932.281	1932.281	1932.281	1932.281	1932.281	1932.281	1932.281	1932.281	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639	2027.639
1947-07-01														1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	1255.0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	1437.5	.	.	.	.	.	.	.	.	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1493.1	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1568.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1768.0	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1766.5	1928.4	1928.4	1928.4	1928.4	1928.4	1928.4	1928.4	1928.4	1928.4	1928.4	1928.4	1928.4	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.3	1930.315	1930.315	1930.315	1930.315	1930.315	1930.315	1930.315	1930.315	1930.315	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452	2023.452
1947-10-01														1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	1269.5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	1458.1	.	.	.	.	.	.	.	.	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1516.4	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1590.9	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1794.8	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1793.3	1958.8	1958.8	1958.8	1958.8	1958.8	1958.8	1958.8	1958.8	1958.8	1958.8	1958.8	1958.8	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.7	1960.705	1960.705	1960.705	1960.705	1960.705	1960.705	1960.705	1960.705	1960.705	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103	2055.103
1948-01-01														1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	1284.0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	1474.3	.	.	.	.	.	.	.	.	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1537.9	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1616.1	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1823.4	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1821.8	1987.6	1987.6	1987.6	1987.6	1987.6	1987.6	1987.6	1987.6	1987.6	1987.6	1987.6	1987.6	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.5	1989.535	1989.535	1989.535	1989.535	1989.535	1989.535	1989.535	1989.535	1989.535	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017	2086.017
1948-04-01														1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	1295.7	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	1493.9	.	.	.	.	.	.	.	.	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1562.0	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1644.6	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1856.9	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	1855.3	2019.9	2019.9	2019.9	2019.9	2019.9	2019.9	2019.9	2019.9	2019.9	2019.9	2019.9	2019.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.9	2021.851	2021.851	2021.851	2021.851	2021.851	2021.851	2021.851	2021.851	2021.851	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450	2120.450
