date,lg,g,g1,g2,lp,p,p1,p2,corepce,trend,actual,gdpgap,lftd,ftd,lftd2,ftd2,lr,r,simple.shock,linear.shock,bert.shock,simple.shock.8,linear.shock.8,bert.shock.8
2/1/2017,1.653610779,1.904709927,2.147308422,2.219945788,1.690808053,1.706707843,1.7,1.8071,1.6543425,3.060886005,1.886797425,-1.17408858,1,0,1,0,0.75,0.75,0.066198345,0.129289584,0.164696144,-0.124686476,0.132181314,-0.097233436
3/15/2017,1.653610779,1.900465111,2.18207893,2.30053212,1.690808053,1.698533085,1.78,1.9234,1.663455,3.060884066,1.882631861,-1.178252204,0,1,0,1,0.75,1,0.082853119,0.302116936,0.217200292,-0.015769975,0.02887564,-0.12815388
5/3/2017,1.956254131,1.920726172,2.18207893,2.30053212,1.722149053,1.705269436,1.78,1.9234,1.683116667,3.054936178,1.902513074,-1.152423104,1,0,1,0,1,1,-0.009144632,0.098490265,0.198782144,-0.048708561,0.130132415,0.119317447
6/14/2017,1.956254131,2.036913767,3.070790386,2.471146863,1.722149053,1.722439611,1.7073,1.9,1.682385833,3.054988759,2.01644615,-1.038542609,0,1,0,1,1,1.25,-0.100596173,0.212045755,0.077294056,-0.005454731,-0.042523242,-0.089717225
7/26/2017,1.956254131,2.104689864,3.070790386,2.471146863,1.722149053,1.702558356,1.7073,1.9,1.652934167,3.055019404,2.082847215,-0.972172189,1,0,1,0,1.25,1.25,-0.08820164,-0.014932393,0.006708225,-0.031418904,0.135348313,-0.025484894
9/20/2017,2.001013783,2.199417889,2.602724168,2.324220796,1.787312522,1.518572829,1.6,1.7552,1.7220675,3.051109661,2.175579597,-0.875530064,0,0,0,0,1.25,1.25,0.019632345,0.249719093,0.194749758,-0.072797131,0.198856103,-0.047867199
11/1/2017,2.20583099,2.257686605,2.602724168,2.324220796,1.520372086,1.349028735,1.6,1.7552,1.6304775,3.045564717,2.232578073,-0.812986644,0,0,0,0,1.25,1.25,0.059932009,0.337525409,0.207883356,0.073617975,0.010191683,-0.003301523
12/13/2017,2.20583099,2.333898831,2.557492321,2.399768811,1.520372086,1.36066601,1.5816,1.705,1.594595833,3.045598511,2.307079895,-0.738518616,0,1,0,1,1.25,1.5,0.154834361,0.25152652,0.238987971,0.159693893,0.276162229,0.118815145
1/31/2018,2.299097612,2.498590623,2.557492321,2.399768811,1.35350461,1.487277399,1.5816,1.705,1.5369325,3.040140398,2.467886248,-0.572254151,1,0,1,0,1.5,1.5,0.123144679,0.287427566,0.307031293,0.066198345,0.129289584,0.164696144
3/21/2018,2.299097612,2.494045012,2.978144449,2.838438949,1.35350461,1.499768031,1.8,1.9,1.509150833,3.040138404,2.463451346,-0.576687058,0,1,0,1,1.5,1.75,0.123887413,0.304904722,0.288658685,0.082853119,0.302116936,0.217200292
5/2/2018,2.581841768,2.855020694,2.978144449,2.838438949,1.499768031,1.660893507,1.8,1.9,1.508811667,3.034829516,2.815024461,-0.219805054,1,0,1,0,1.75,1.75,0.14451913,0.176300036,0.186334076,-0.009144632,0.098490265,0.198782144
6/13/2018,2.581841768,2.81891519,2.988924295,2.944734402,1.499768031,1.617372768,2,2.05,1.516585833,3.034813861,2.779915001,-0.25489886,0,1,0,1,1.75,2,0.114984127,0.230685258,0.21487412,-0.100596173,0.212045755,0.077294056
8/1/2018,2.580414301,2.845488923,2.988924295,2.944734402,1.748241978,1.901154803,2,2.05,1.679805,3.037166024,2.805756841,-0.231409182,1,0,1,0,2,2,0.105301239,0.11742009,0.102288844,-0.08820164,-0.014932393,0.006708225
9/26/2018,2.580414301,2.886583329,3.012816634,2.755254484,1.748241978,1.914150978,1.9805,2.0153,1.723660833,3.037183686,2.845706283,-0.191477404,0,1,0,1,2,2.25,0.163110043,0.216088305,0.206626911,0.019632345,0.249719093,0.194749758
11/8/2018,2.869806587,3.038787986,3.012816634,2.755254484,1.940143329,1.985162162,1.9805,2.0153,1.820508333,3.032388605,2.993531374,-0.038857231,1,0,1,0,2.25,2.25,0.160631217,0.024868565,0.018778818,0.059932009,0.337525409,0.207883356
12/19/2018,2.869806587,3.039632317,2.585677637,2.358506666,1.940143329,1.961110803,1.9885,2.1,1.830641667,3.032388964,2.994350801,-0.038038163,0,1,0,1,2.25,2.5,-0.072975856,0.170213004,0.169475442,0.154834361,0.25152652,0.238987971
1/30/2019,2.869806587,3.002785246,2.585677637,2.358506666,1.940143329,1.983312057,1.9885,2.1,1.8622325,3.032373285,2.95858431,-0.073788975,1,0,1,0,2.5,2.5,-0.053411055,0.047416111,-0.044192237,0.123144679,0.287427566,0.307031293
3/20/2019,3.002785246,3.077707682,1.448030834,2.338070931,1.983312057,1.900528282,2,1.9833,1.892743333,3.02764353,3.031296131,0.003652601,0,0,0,0,2.5,2.5,-0.012102439,0.15028241,0.050282895,0.123887413,0.304904722,0.288658685
5/1/2019,2.971384936,3.210893844,1.448030834,2.338070931,1.906970751,1.678841471,2,1.9833,1.877186667,3.022958224,3.1604222,0.137463976,0,0,0,0,2.5,2.5,0.265649136,0.351397867,0.371502558,0.14451913,0.176300036,0.186334076
6/19/2019,2.971384936,3.184649522,1.899999471,2.099999993,1.906970751,1.619340547,1.6554,1.9,1.835218333,3.022947261,3.134991105,0.112043843,0,0,0,0,2.5,2.5,0.021987205,-0.09746045,-0.232286847,0.114984127,0.230685258,0.21487412
7/31/2019,2.652241367,2.288858533,1.899999471,2.099999993,1.62282028,1.542289918,1.6554,1.9,1.784150833,3.020057496,2.26305713,-0.757000367,0,-1,0,-1,2.5,2.25,-0.013976841,0.042675295,0.074031202,0.105301239,0.11742009,0.102288844
9/18/2019,2.652241367,2.284567781,1.765275076,1.985172973,1.62282028,1.527705616,2,1.9379,1.736203333,3.020055703,2.258862301,-0.761193403,-1,-1,-1,-1,2.25,2,0.004427262,0.104621169,-0.031048475,0.163110043,0.216088305,0.206626911
10/4/2019,2.652241367,2.278319842,1.765275076,1.985172973,1.62282028,1.555962701,2,1.9379,1.729928333,3.020053092,2.252753726,-0.767299366,-1,0,-1,0,2,2,0.300322278,-0.139574012,0.063231939,0.160631217,0.024868565,0.018778818
10/30/2019,2.652241367,2.278319842,1.765275076,1.985172973,1.62282028,1.555962701,2,1.9379,1.729928333,3.020053092,2.252753726,-0.767299366,0,-1,0,-1,2,1.75,0.08521478,0.041747451,0.019662708,-0.072975856,0.170213004,0.169475442
12/11/2019,2.278319842,2.078395449,1.640884238,1.884569947,1.555962701,1.687005157,1.9,2.0126,1.67713,3.015449206,2.057091492,-0.958357714,-1,0,-1,0,1.75,1.75,-0.00624163,-0.044171377,0.02633434,-0.053411055,0.047416111,-0.044192237
1/29/2020,2.278319842,2.073334785,1.640884238,1.884569947,1.555962701,1.689729062,1.9,2.0126,1.654026667,3.015447104,2.052133745,-0.96331336,0,0,0,0,1.75,1.75,0.238436958,0.110628276,0.163690336,-0.012102439,0.15028241,0.050282895
3/3/2020,2.073334785,2.326195243,1.65000052,2.088449628,1.689729062,1.559505298,1.9,1.9,1.59517,3.01086026,2.299551717,-0.711308543,0,-1,0,-2,1.75,1.25,-0.149988982,-0.341341705,-0.241473369,0.265649136,0.351397867,0.371502558
3/15/2020,2.073334785,2.326195243,1.65000052,2.088449628,1.689729062,1.559505298,1.9,1.9,1.59517,3.01086026,2.299551717,-0.711308543,-1,-1,-2,-4,1.25,0.25,-0.19490597,-0.134191133,-0.369632841,0.021987205,-0.09746045,-0.232286847
4/29/2020,2.073334785,2.334074478,1.65000052,2.088449628,1.689729062,1.575778397,1.9,1.9,1.622495833,3.010863497,2.307251536,-0.703611961,-1,0,-4,0,0.25,0.25,-0.154079081,-0.236218137,-0.365125669,-0.013976841,0.042675295,0.074031202
6/10/2020,2.334074478,0.250543118,-37.06057015,10.23401958,1.575778397,1.724946349,0.99,1.2974,1.592105,3.005543297,0.250229782,-2.755313515,0,0,0,0,0.25,0.25,-0.048939136,0.034609828,0.089891511,0.004427262,0.104621169,-0.031048475
7/29/2020,2.334074478,0.26460219,-37.06057015,10.23401958,1.575778397,1.733963319,0.99,1.2974,1.555961667,3.005549144,0.264252735,-2.741296409,0,0,0,0,0.25,0.25,0.044688094,0.017630009,-0.052354474,0.300322278,-0.139574012,0.063231939
9/16/2020,0.319260645,-9.139622785,17.86082833,5.684307108,1.758287268,0.976125231,1.455,1.3,1.499255833,2.997693053,-9.584617406,-12.58231046,0,0,0,0,0.25,0.25,-0.069574481,0.030855283,-0.071580509,0.08521478,0.041747451,0.019662708
